waybill_sn,start_location,end_location,waybill_created_date,actual_eta,initial_eta,tri_punctuality_in_days
3630206137,"GREENVILLE, NJ","WEST POINT, VA",2023-07-07,9,6,-3
3630197980,"LEE, GA","RANKIN, MS",2023-07-07,-1,2,3
3630107040,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,-1,1,2
3630187846,"MIAMI, FL","JACKSONVILLE, FL",2023-07-07,5,8,3
3630128915,"DELTA, OH","SALEM, VA",2023-07-07,2,5,3
3630212984,"WINSTON-SALEM, NC","HOBBS, IN",2023-07-07,3,6,3
3630060117,"KANSAS CITY, MO","KANSAS CITY, MO",2023-07-07,-2,1,3
1087614408,"WYLIE, TX","ATLANTA, GA",2023-07-07,1,2,1
3630135718,"WAPAKONETA, OH","CINCINNATI, OH",2023-07-07,7,4,-3
1087550565,"CHICAGO 47TH ST TV, IL","CHICAGO 47TH ST TV, IL",2023-07-07,8,10,2
3630074263,"LOS ANGELES, CA","AUSTELL, GA",2023-07-07,10,9,-1
1087639026,"DECATUR, IL","HOMER, IL",2023-07-07,9,9,0
3630064103,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,11,10,-1
1087538783,"MORRISVILLE, PA","DALLAS, TX",2023-07-07,8,8,0
3630052651,"BLUFFTON, IN","SELMA, NC",2023-07-04,1,3,2
3629134173,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,9,8,-1
3630117998,"SAINT JOHN, NB","MACON, GA",2023-07-07,5,2,-3
3630121248,"BRITTAIN, OH","WEVER, IA",2023-07-07,2,4,2
3630061155,"CHICAGO, IL","GEORGETOWN, KY",2023-07-07,2,5,3
3630206991,"MARSHALL, MN","LAKEVILLE, NY",2023-07-07,5,3,-2
3630131984,"NIAGARA FALLS, NY","PERRYMAN, MD",2023-07-07,2,2,0
1087713854,"AUGUSTA, GA","DONORA, PA",2023-07-07,5,7,2
3630141078,"ECORSE, MI","BESSEMER, PA",2023-07-07,4,6,2
3630179746,"RUEBEL, MN","CHICAGO, IL",2023-07-07,0,3,3
3630194754,"FARMERS VALLEY, PA","WOODS CROSS, UT",2023-07-07,12,10,-2
3630186913,"NORTH CHARLESTON, SC","FOREST PARK, GA",2023-07-07,1,2,1
3630159623,"NEW ORLEANS, LA","RURAL HALL (YVRR), NC",2023-07-07,4,3,-1
3630108614,"CHARLESTON, SC","MOSSVILLE, LA",2023-07-07,10,9,-1
1087616002,"DARROW, IL","LAFAYETTE, IN",2023-07-07,9,9,0
1087655137,"FRONT ROYAL, VA","PORTSMOUTH APMT, VA",2023-07-07,6,3,-3
3630190792,"CAREY, OH","MT HOLLY SPRINGS, PA",2023-07-07,4,6,2
1087677969,"BETHINTERMODAL, PA","CHICAGO 47TH ST TV, IL",2023-07-07,8,10,2
3630155807,"CHICAGO, IL","CHICAGO MIX CTR, IL",2023-07-07,2,2,0
3630052570,"BLUFFTON, IN","SELMA, NC",2023-07-07,10,10,0
3630184539,"SEATTLE, WA","NORFOLK INTERNATION, VA",2023-07-07,6,4,-2
3630079108,"WINSTON-SALEM, NC","RABER, IN",2023-07-07,11,8,-3
1087643863,"SHARONVILLE, OH","NORFOLK INTERNATION, VA",2023-07-07,10,10,0
3630183965,"NORFOLK INTERNATION, VA","LANDERS, IL",2023-07-07,6,3,-3
3630181808,"SELKIRK, NY","LAFAYETTE, IN",2023-07-07,8,7,-1
1087646439,"ICTF, CA","GEORGETOWN, KY",2023-07-07,6,7,1
3630205301,"SCHENECTADY, NY","TAYLOR, PA",2023-07-07,6,5,-1
3630193546,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,2,2,0
3630207743,"NEW HAVEN, IN","OAKWOOD, GA",2023-07-07,2,1,-1
3630054514,"CAROL, IN","FRANCISCO, IN",2023-07-07,3,3,0
3630061147,"CHICAGO, IL","GEORGETOWN, KY",2023-07-07,6,7,1
3630075099,"KNOXVILLE, TN","CHICAGO, IL",2023-07-07,2,4,2
3630067606,"ZACHA JCT, TX","BROWNSON, AL",2023-07-07,6,3,-3
3630095968,"FOSTORIA, OH","CHICAGO, IL",2023-07-07,3,4,1
1087588746,"CANTON, OH","UNION, SC",2023-07-07,6,4,-2
1087601667,"CINCINNATI, OH","LONG BEACH E PIER, CA",2023-07-07,8,6,-2
3630120959,"TOLEDO, OH","MIDDLETOWN, OH",2023-07-07,6,6,0
3630059514,"KNOXVILLE, TN","KANKAKEE, IL",2023-07-07,7,8,1
3630127309,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,10,7,-3
3630152207,"MITSUE, AB","LORAY, NC",2023-07-07,6,5,-1
1087676379,"NORFOLK INTERNATION, VA","LANDERS, IL",2023-07-07,5,5,0
1087538733,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,6,7,1
3630170027,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,0,3,3
1087523704,"BLUFFTON, IN","SELMA, NC",2023-07-07,10,8,-2
3630186769,"DALLAS, TX","HARRISBURG, PA",2023-07-07,9,8,-1
1087656735,"JACKSON, AL","CHICAGO, IL",2023-07-07,4,4,0
3630048628,"CICERO, IL","CROXTON, NJ",2023-07-07,9,6,-3
1087639539,"DETROIT, MI","ELIZABETH MARINE TE, NJ",2023-07-07,9,10,1
1087629487,"ATLANTA, GA","WYLIE, TX",2023-07-07,0,2,2
3630054637,"CAROL, IN","FRANCISCO, IN",2023-07-07,0,1,1
3630199314,"WAUSAU, WI","FRANKLIN, OH",2023-07-02,7,9,2
3628723034,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,8,8,0
1087692781,"JACKSONVILLE, FL","PRINCETON, IN",2023-07-07,0,2,2
3630169987,"LOGISTICS PARK KANS, KS","JACKSONVILLE, FL",2023-07-07,10,10,0
3630057156,"LONG BEACH E PIER, CA","CINCINNATI, OH",2023-07-07,9,6,-3
3630075934,"MERIDIAN, MS","CHARLOTTE, NC",2023-07-07,1,1,0
3630077693,"STOCKTON IMF, CA","KANSAS CITY, MO",2023-07-07,6,4,-2
3630109806,"LOUISVILLE, KY","LOUISVILLE, KY",2023-07-07,2,1,-1
3630156277,"FT SMITH, AR","CANAL POINT, FL",2023-07-07,2,2,0
3630114665,"ORANGE, TX","SANDY SPRINGS, SC",2023-07-07,4,7,3
3630056095,"MERIDIAN, MS","CHARLOTTE, NC",2023-07-07,11,10,-1
1087598385,"ORANGE, TX","DAYTON, TN",2023-07-07,0,2,2
1087602558,"LEWISTOWN, PA","FREEPORT, TX",2023-07-07,7,9,2
3630130530,"READING, PA","ROUSES POINT, NY",2023-07-07,9,9,0
3630063165,"PANZACOLA, TL","CALVERT, AL",2023-07-04,7,7,0
3629131777,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,11,8,-3
3630108274,"VALDOSTA, GA","BURNSVILLE, MS",2023-07-07,1,3,2
3630064404,"RICHMOND, VA","TROUTVILLE, VA",2023-07-07,6,8,2
1087548924,"CANTON, OH","DYER, PA",2023-07-07,7,8,1
3630067818,"LOS ANGELES, CA","RUTHERFORD, PA",2023-07-07,3,4,1
3630118732,"TUNKHANNOCK, PA","CLAYTON, IA",2023-07-07,1,3,2
3630177516,"MEMPHIS, TN","BROWNSTOWN, MI",2023-07-07,8,10,2
3630082486,"SALINAS VICTORIA, NL","AUSTELL, GA",2023-07-07,9,6,-3
3630199877,"PEDRICKTOWN, NJ","HOUSTON, TX",2023-07-07,10,8,-2
3630138287,"WYLIE, TX","ATLANTA, GA",2023-07-07,7,8,1
1087601154,"CROYDON, PA","MORRISVILLE, PA",2023-07-07,-2,1,3
3630132948,"SELKIRK, NY","BUFFALO, NY",2023-07-07,0,3,3
1087608334,"STONY CREEK, PA",", ",2023-07-07,5,2,-3
3630090023,"MERIDIAN, MS","JACKSONVILLE, FL",2023-07-07,9,7,-2
1087605093,"TAYLOR, PA","TACSIM, WA",2023-07-07,3,3,0
3630114437,"KNOXVILLE, TN","NEWBERRY, PA",2023-07-07,6,3,-3
3630126214,"MIDDLETOWN, OH","CINCINNATI, OH",2023-07-07,4,3,-1
3630105014,"BAYTOWN, TX","EUCLID, OH",2023-07-07,11,8,-3
3630061723,"SAN BERNARDINO, CA","CHARLOTTE, NC",2023-07-07,2,1,-1
3630104408,"BERKELEY, MO","GREEN BAY, WI",2023-07-07,5,8,3
3630072295,"LAGRANGE, NL","MAUMEE, OH",2023-07-07,4,5,1
3630107375,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,1,3,2
1087535921,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,-1,2,3
3630080191,"HYCO, NC","BAILEY MINE, PA",2023-07-07,5,7,2
3630192231,"FAIR OAKS, VA","AVONDALE, LA",2023-07-07,10,7,-3
3630059637,"BEAVER DAM, KY","WESTVACO, WY",2023-07-07,1,1,0
3630127448,"TOLEDO, OH","INDIANA HARBOR, IN",2023-07-07,7,8,1
1087574771,"LAFAYETTE, IN","LAFAYETTE, IN",2023-07-07,-2,1,3
1087634246,"SHARONVILLE, OH","SHARONVILLE, OH",2023-07-07,5,8,3
3630156049,"ELDON, TX","LAKE CITY, FL",2023-07-07,4,1,-3
3630217900,"HOUSTON, TX","CROXTON, NJ",2023-07-07,-1,2,3
1087648384,"DETROIT DEARBORN, MI","BIRMINGHAM, MO",2023-07-07,4,7,3
1087543932,"COLUMBUS, GA","STE GENEVIEVE, MO",2023-07-07,3,5,2
1087634123,"SHARONVILLE, OH","SHARONVILLE, OH",2023-07-07,0,1,1
3630073411,"CHICAGO 47TH ST TV, IL","CHICAGO 47TH ST TV, IL",2023-07-07,-2,1,3
3630060913,"CHICAGO, IL","TOLEDO, OH",2023-07-07,-1,1,2
3630159380,"LOS ANGELES, CA","AUSTELL, GA",2023-07-02,3,3,0
3628755780,"CAROL, IN","FRANCISCO, IN",2023-07-07,2,2,0
3630142367,"THOMASTON, IN","MONROE, MI",2023-07-07,5,5,0
3630107105,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,9,10,1
3630197087,"SANDERSVILLE, GA","BATTLE CREEK, MI",2023-07-07,6,8,2
3630080620,"HYCO, NC","BAILEY MINE, PA",2023-07-07,-2,1,3
3630073152,"BALT SPARROWS POINT, MD","ROANOKE, VA",2023-07-07,3,3,0
3630209892,"DECATUR, AL","DECATUR, AL",2023-07-07,8,5,-3
3630151471,"HAVERHILL, OH","EDMONTON, AB",2023-07-07,4,7,3
1087664699,"MARCUS, IA","ATLANTA, GA",2023-07-07,10,9,-1
3630200199,"WEST HAZLETON, PA","MARYLAND, LA",2023-07-07,7,4,-3
3630077716,"STOCKTON IMF, CA","JACKSONVILLE, FL",2023-07-07,5,7,2
3630193300,"SARNIA, ON","SANDY SPRINGS, SC",2023-07-07,12,9,-3
1087704504,"VOLGA, SD","SADDLE BROOK, NJ",2023-07-07,2,3,1
1087595777,"READING, PA","KRANNERT, GA",2023-07-07,3,5,2
1087594373,"AUSTELL, GA","GARDEN CITY, GA",2023-07-07,7,8,1
3630093186,"LOS ANGELES, CA","JACKSONVILLE, FL",2023-07-07,9,6,-3
3630190776,"MELVINDALE, MI","KANSAS CITY, MO",2023-07-07,7,9,2
3630175263,"SIMCO, ID","BERKELEY, MO",2023-07-07,7,9,2
3630155823,"ICTF, CA","GEORGETOWN, KY",2023-07-07,2,3,1
1087692993,"JACKSONVILLE, FL","PRINCETON, IN",2023-07-07,9,6,-3
1087559909,"STUARTS DRAFT, VA","DOUGLAS, GA",2023-07-07,6,5,-1
3630189026,"LITTLETON, MA","DECATUR, AL",2023-07-06,1,4,3
1087304786,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,-1,2,3
3630093479,"WADSWORTH, TX","LENOIR, NC",2023-07-07,4,4,0
3630190336,"LEMOYNE, AL","MOBILE, AL",2023-07-07,1,2,1
3630122561,"HOUSTON, TX","PEDRICKTOWN, NJ",2023-07-07,7,10,3
1087538806,"MIDDLETOWN, OH","CALVERT, AL",2023-07-07,9,10,1
1087542897,"ATLANTA, GA","WYLIE, TX",2023-07-07,0,3,3
1087657969,"LOUDON, TN","LOUDON, TN",2023-07-07,5,2,-3
3630062402,"LOS ANGELES, CA","RUTHERFORD, PA",2023-07-07,6,9,3
3630109466,"LEMOYNE, AL","MOBILE, AL",2023-07-07,4,1,-3
1087684843,"MORRISVILLE, PA","CHICAGO, IL",2023-07-07,9,7,-2
3630059726,"MODESTO, CA","SCRANTON, PA",2023-07-07,9,6,-3
3630189589,"COLUMBIA CITY, IN","ST LOUIS, MO",2023-07-07,1,4,3
3630062850,"SAN BERNARDINO, CA","JACKSONVILLE, FL",2023-07-07,4,5,1
3630208008,"MOGADORE, OH","HICKORY, NC",2023-07-07,5,6,1
1087655438,"LOS ANGELES, CA","HARRISBURG, PA",2023-07-07,11,9,-2
3630127707,"TOLEDO, OH","INDIANA HARBOR, IN",2023-07-07,5,4,-1
3630178538,"FOSTORIA, OH","DOWNS, KS",2023-07-02,2,5,3
3628671677,"CHARLOTTE, NC","WHITE PIGEON, MI",2023-07-03,8,10,2
3628906577,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,11,10,-1
3630211328,"LAKE CHARLES, LA","ASHEBORO, NC",2023-07-07,10,10,0
3630148672,"EAST MODESTO, CA","ALTOONA, PA",2023-07-07,7,10,3
3630070340,"MODESTO, CA","JACKSONVILLE, FL",2023-07-07,6,9,3
1087618834,"BELLEFONTE, PA","BESSEMER, PA",2023-07-07,-1,2,3
3630194518,"SAN BERNARDINO, CA","JACKSONVILLE, FL",2023-07-07,10,8,-2
3630068408,"CHICAGO, IL","CROXTON, NJ",2023-07-07,2,4,2
3630152980,"HILL, AL","DAWSON, GA",2023-07-07,0,3,3
1087518733,"TROUTVILLE, VA","CEDARVILLE, VA",2023-07-07,9,6,-3
3630102278,"ARBELA, MS","COLUMBUS, OH",2023-07-07,6,4,-2
1087552143,"AUSTELL INTERMODAL, GA","ICTF, CA",2023-07-07,6,7,1
3630092350,"WAYNESBURG, PA","BETHLEHEM, PA",2023-07-07,6,6,0
1087707798,"AUSTELL, GA","SAN BERNARDINO, CA",2023-07-07,-1,2,3
3630066634,"SAN BERNARDINO, CA","JACKSONVILLE, FL",2023-07-07,1,2,1
3630048652,"CICERO, IL","HARRISBURG, PA",2023-07-07,7,7,0
3630158457,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,12,9,-3
1087691052,"RUTHERFORD, PA","TITUSVILLE, FL",2023-07-07,11,9,-2
3630191269,"BAYONNE, NJ","BELLE CHASSE, LA",2023-07-07,7,6,-1
3630129678,"ASHEBORO, NC","ELDON JCT, TX",2023-07-07,7,9,2
1087574412,"WAYNESBURG, PA","BETHLEHEM, PA",2023-07-07,9,7,-2
3630186468,"WYLIE, TX","TITUSVILLE, FL",2023-07-07,11,10,-1
3630103787,"SHELBYVILLE, KY","HOUSTON, TX",2023-07-04,10,9,-1
3629142435,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,6,9,3
3630076825,"LOS ANGELES, CA","JACKSONVILLE, FL",2023-07-07,6,8,2
1087652325,"WAYNE, MI","GARY, IN",2023-07-07,6,7,1
3630173114,"MELVINDALE, MI","KANSAS CITY, MO",2023-07-07,2,5,3
3630074784,"AMELIA, TX","SYLACAUGA, AL",2023-07-07,0,3,3
1087664194,"CHICAGO, IL","COLUMBUS, OH",2023-07-07,5,5,0
3630199738,"CEDAR RAPIDS, IA","CITY POINT, FL",2023-07-07,3,4,1
3630109775,"LOUISVILLE, KY","LOUISVILLE, KY",2023-07-07,1,4,3
3630098932,"ASHEVILLE, NC","SCIO, OH",2023-07-07,3,5,2
3630134047,"FLORENCE, SC","COLUMBIA, SC",2023-07-07,10,9,-1
1087653216,"LACYMARK, FL","JUNCTION CITY, GA",2023-07-07,8,10,2
3630109660,"LOUISVILLE, KY","LOUISVILLE, KY",2023-07-07,6,3,-3
3630204800,"POSTELL, GA","ODUM, GA",2023-07-07,10,9,-1
3630155946,"ARKANSAS CITY, KS","CAMP HILL, PA",2023-07-07,2,4,2
3630057774,"NEAL, WV","KENOVA, WV",2023-07-07,3,6,3
1087553092,"ASHEBORO, NC","LAKE CHARLES, LA",2023-07-07,4,4,0
3630130483,"UNION BRIDGE, MD","DURHAM, NC",2023-07-07,11,10,-1
1087693436,"TOLEDO, OH","CHICAGO, IL",2023-07-07,9,10,1
1087669908,"LATHROP, CA","FREMONT, OH",2023-07-07,12,9,-3
3630075722,"MELVINDALE, MI","KANSAS CITY, MO",2023-07-07,3,6,3
3630110792,"CHICAGO ENGLEW TV, IL","CICERO, IL",2023-07-02,0,3,3
3628756508,"CAROL, IN","FRANCISCO, IN",2023-07-07,6,7,1
3630172702,"LAFAYETTE, IN","LAFAYETTE, IN",2023-07-07,4,4,0
3630207133,"WHITE RIVER JCT, VT","LUDLOWVILLE (ITHR), NY",2023-07-07,4,4,0
3630144733,"SIDNEY, IL","GUELPH, ON",2023-07-07,2,3,1
1087558513,"TOLEDO, OH","TOLEDO, OH",2023-07-07,6,5,-1
3630208618,"WESTLAKE, FL","GEORGETOWN, KY",2023-07-02,10,9,-1
3628723327,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,13,10,-3
3630202947,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,8,5,-3
3630107626,"SANDUSKY DOCK, OH","CROOKED CREEK MINE, PA",2023-07-07,6,9,3
1087560829,"HYCO, NC","BAILEY MINE, PA",2023-07-07,7,10,3
3630059190,"LONG BEACH E PIER, CA","CINCINNATI, OH",2023-07-07,7,4,-3
3630186824,"TACOMA EXPORT, WA","COLUMBUS, OH",2023-07-07,6,4,-2
1087541605,"CINCINNATI, OH","CALUMET, IL",2023-07-07,8,8,0
1087599420,"NAHEOLA, AL","ALLEMANIA, LA",2023-07-07,8,8,0
3630087088,"KANSAS CITY, MO","MELVINDALE, MI",2023-07-07,5,5,0
3630068458,"CHICAGO, IL","COLUMBUS, OH",2023-07-07,9,9,0
3630098136,"CONALCO, TN","MOUNT CARMEL JCT, PA",2023-07-07,10,8,-2
1087612993,"AUSTELL, GA","PORTLAND, OR",2023-07-07,3,1,-2
1087669592,"CHICAGO ENGLEW TV, IL","MECHANICVILLE, NY",2023-07-07,1,3,2
3630078217,"PORT OF CLEVELAND, OH","LONGVIEW, TX",2023-07-07,2,1,-1
1087537321,"ROSSVILLE, TN","CROXTON, NJ",2023-07-07,0,3,3
3630207565,"CLINTON, IA","BALTIMORE, MD",2023-07-07,7,4,-3
3630093013,"WAYNESBURG, PA","BETHLEHEM, PA",2023-07-07,4,2,-2
3630049527,"PORT WENTWORTH, GA","LUDLOW, KY",2023-07-07,10,9,-1
3630199916,"ROBERTS BANK, BC","CLEVELAND, OH",2023-07-07,4,1,-3
1087639034,"HAMPTON, GA","ANDERSON, TN",2023-07-07,2,1,-1
3630116227,"PORTLAND, OR","AUSTELL, GA",2023-07-07,2,1,-1
1087566451,"SAVANNAH, GA","CLYATTVILLE, GA",2023-07-07,4,7,3
1087636727,"CHOCOWINITY, NC","HODGES, TN",2023-07-07,4,3,-1
3630092156,"WELLSBORO, PA","WYEVILLE, WI",2023-07-07,3,6,3
1087682867,"NATKA (AIKR), SC","LAKE CHARLES, LA",2023-07-02,3,3,0
3628751647,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,4,1,-3
1087651866,"DETROIT, MI","PORTSMOUTH APMT, VA",2023-07-07,-1,2,3
1087603279,"CRESSON, PA","CRAB ORCHARD, TN",2023-07-07,9,6,-3
1087658787,"RADFORD, NC","ROCK ISLAND JCT, IL",2023-07-07,0,1,1
1087560722,"HYCO, NC","BAILEY MINE, PA",2023-07-07,2,1,-1
3630187684,"ANDERSONVILLE, GA","VANDALIA, MO",2023-07-07,1,4,3
3630153237,"HUNTSVILLE, AL","ATHENS, AL",2023-07-07,10,10,0
3630186955,"LOS ANGELES, CA","AUSTELL, GA",2023-07-07,6,9,3
3630122799,"MERIDIAN, MS","MIAMI, FL",2023-07-07,13,10,-3
3630192192,"EAST ST LOUIS, IL","LOUISVILLE, KY",2023-07-07,11,8,-3
3630093649,"FERGUSON, MS","ALBION, MI",2023-07-07,6,5,-1
3630152956,"WORCESTER, MA","BRAITHWAITE, LA",2023-07-07,5,5,0
1087636248,"WEST POINT, VA","STATESVILLE (ARC), NC",2023-07-07,5,8,3
3630119348,"NEW ORLEANS, LA","TYNER, TN",2023-07-07,2,4,2
3630100381,"LEESBURG, OH","CHICAGO ASHLAND AVE, IL",2023-07-07,5,8,3
1087672757,"RUTHERFORD, PA","JACKSONVILLE, FL",2023-07-07,4,6,2
1087705835,"MASON CITY, IA","CORDELE (HOG), GA",2023-07-07,1,4,3
3630198300,"BROWNSON, AL","PICAYUNE, MS",2023-07-07,13,10,-3
3630215712,"BALTIMORE, MD","PORT ARTHUR, TX",2023-07-07,8,9,1
1087554909,"MORRISVILLE TV, PA","CHICAGO ENGLEW TV, IL",2023-07-07,2,3,1
3630074441,"LOS ANGELES, CA","CROXTON, NJ",2023-07-07,10,10,0
1087532355,"LONG BEACH E PIER, CA","CLEVELAND, OH",2023-07-07,9,6,-3
3630154607,"LUDLOWVILLE (ITHR), NY","SHELBURNE, VT",2023-07-07,11,8,-3
3630208529,"WESTLAKE, FL","GEORGETOWN, KY",2023-07-07,3,2,-1
3630180917,"CHICAGO, IL","LEXINGTON, KY",2023-07-07,7,8,1
3630198106,"AYER, MA","GEORGETOWN, KY",2023-07-07,5,7,2
3630158172,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,8,7,-1
1087693583,"WESTVACO, WY","YORK, PA",2023-07-07,12,9,-3
3630150996,"DECATUR, IL","HOMER, IL",2023-07-07,11,9,-2
3630212798,"WINSTON-SALEM, NC","HOBBS, IN",2023-07-02,8,8,0
3628723597,"LAMBERTS POINT, VA","TOMS CREEK, VA",2023-07-07,7,9,2
3630054564,"CAROL, IN","FRANCISCO, IN",2023-07-07,2,5,3
1087664217,"BELLEVUE, OH","BROADWAY, VA",2023-07-07,9,8,-1
1087609356,"TAYLOR, PA","CHICAGO, IL",2023-07-07,3,4,1
1087561118,"HYCO, NC","BAILEY MINE, PA",2023-07-07,3,2,-1
3630118295,"COURTRIGHT, ON","BELEWS CREEK, NC",2023-07-07,12,9,-3
3630173944,"FAIRFIELD, AL","MILLPORT, AL",2023-07-07,1,3,2
3630123818,"OLD FORT, OH","BENTONITE, WY",2023-07-07,4,7,3
3630172265,"AURORA, MO","LAFAYETTE, IN",2023-07-07,1,3,2
3630175904,"REIDSVILLE, NC","LEMOYNE, AL",2023-07-02,4,7,3
3628756998,"CAROL, IN","FRANCISCO, IN",2023-07-07,4,7,3
3630122692,"LOGISTICS PARK KANS, KS","JACKSONVILLE, FL",2023-07-07,13,10,-3
1087596260,"COLUMBUS, OH","TACOMA, WA",2023-07-07,11,10,-1
1087529506,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,13,10,-3
3630166353,"DES MOINES, IA","DES MOINES, IA",2023-07-07,7,8,1
3630189458,"CORCORAN, CA","CELINA, OH",2023-07-07,5,6,1
3630058194,"MACON, GA","MACON, GA",2023-07-07,6,4,-2
3630196170,"DECATUR, AL","WYTHEVILLE, VA",2023-07-07,8,9,1
3630215403,"MARCUS HOOK, PA","SPARTANBURG, SC",2023-07-07,11,9,-2
3630093615,"GARY, IN","MIDWEST PORTAGE, IN",2023-07-07,4,3,-1
1087591189,"VALDOSTA, GA","BURNSVILLE, MS",2023-07-07,4,4,0
1087571650,"MERIDIAN, MS","MIAMI, FL",2023-07-07,2,5,3
1087544182,"ROSSER, GA","BARNESVILLE, GA",2023-07-07,7,4,-3
1087573686,"WYLIE, TX","CHARLOTTE, NC",2023-07-07,-1,2,3
1087673494,"DEMOPOLIS, AL","HILL, AL",2023-07-07,-2,1,3
3630138122,"GRAINGERS, NC","LOUDON, TN",2023-07-07,10,10,0
1087546370,"MORRISVILLE, PA","CHICAGO, IL",2023-07-07,8,6,-2
3630065078,"SIDNEY, OH","HALIFAX, VA",2023-07-07,7,5,-2
1087636141,"DECATUR, AL","HARRISONVILLE, MO",2023-07-06,9,10,1
1087328269,"NORFOLK, VA","LIVERNOIS, MI",2023-07-07,10,10,0
1087670381,"DISCOVERY PARK, OH","NORFOLK INTERNATION, VA",2023-07-07,7,7,0
3630175815,"LOUISVILLE, KY","LOUISVILLE, KY",2023-07-07,9,8,-1
3630190310,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,7,4,-3
3630135603,"MANSFIELD, OH","FRANKFORD (DCR), DE",2023-07-07,4,5,1
3630099271,"LOS ANGELES, CA","AUSTELL, GA",2023-07-07,4,6,2
1087529580,"LAMBERTS POINT, VA","WILLIAMSON YARD, WV",2023-07-07,10,7,-3
3630187595,"SALISBURY (DCR), MD","SADDLE BROOK, NJ",2023-07-07,10,10,0
3630077863,"JACKSON, MS","FT PAYNE, AL",2023-07-07,4,3,-1
3630205767,"WARRENTON, OH","SPARTA, WI",2023-07-07,2,4,2
3630112540,"GAINESVILLE, GA","CLAVET, SK",2023-07-07,9,10,1
1087640742,"AUSTELL, GA","CHICAGO, IL",2023-07-07,4,5,1
3630205628,"ROCKPORT, IN","MANSFIELD, OH",2023-07-07,4,6,2
1087696832,"WEST HAZLETON, PA","MARYLAND, LA",2023-07-07,-1,1,2
1087610828,"LEMOYNE, AL","OSHKOSH, WI",2023-07-07,9,10,1
3630080434,"HYCO, NC","BAILEY MINE, PA",2023-07-07,4,6,2
3630144660,"OPTIMA, OK","DECATUR, IL",2023-07-07,5,5,0
3630121858,"NEW ORLEANS, LA","NEW ORLEANS, LA",2023-07-07,1,4,3
3630059807,"LOS ANGELES, CA","HARRISBURG, PA",2023-07-07,4,2,-2
3630074213,"BAYPORT, TX","DECATUR, AL",2023-07-07,9,6,-3
3630111099,"SARNIA, ON","SANDERSVILLE, GA",2023-07-07,7,10,3
1087591595,"VALDOSTA, GA","MACON, GA",2023-07-07,1,2,1
3630056312,"MERIDIAN, MS","AUSTELL, GA",2023-07-07,3,1,-2
3630198546,"MELVINDALE, MI","KANSAS CITY, MO",2023-07-07,6,5,-1
3630181052,"NEW ORLEANS, LA","LEOLA, PA",2023-07-07,11,9,-2
3630130881,"REYBOLD, DE","LYONS, PA",2023-07-07,1,4,3
3630113473,"HOLLIDAYSBURG, PA","CLINTON, IA",2023-07-07,10,9,-1
3630109678,"LOUISVILLE, KY","LOUISVILLE, KY",2023-07-07,9,6,-3
3630149408,"CITY OF INDUSTRY, CA","PITTSBURGH, PA",2023-07-07,2,4,2
1087556252,"RUTHERFORD, PA","ATLANTA, GA",2023-07-07,0,3,3
3630058097,"LONG BEACH E PIER, CA","CLEVELAND, OH",2023-07-07,0,1,1
1087616727,"BURNS HARBOR, IN","BURNS HARBOR, IN",2023-07-07,7,8,1
3630175132,"LOS ANGELES, CA","JACKSONVILLE, FL",2023-07-07,4,5,1
1087517842,"AUSTELL INTERMODAL, GA","LATHROP, CA",2023-07-07,11,9,-2
3630127723,"TOLEDO, OH","INDIANA HARBOR, IN",2023-07-07,7,8,1
3630169440,"APPLE GROVE, WV","HARMAN, MD",2023-07-07,7,5,-2
1087563152,"GLIDDEN, GA","FAIRBANK, IA",2023-07-07,10,7,-3
1087706687,"NEW ORLEANS, LA","NEW ORLEANS, LA",2023-07-07,10,7,-3
1087636400,"ARMOREL, AR","SAVANNAH, GA",2023-07-07,10,10,0
3630085646,"HERSHEY, PA","WAHPETON, ND",2023-07-07,5,4,-1
3630178627,"PALMERTON, PA","COLUMBIA CITY, IN",2023-07-07,0,1,1
